id;descripcion;precio_normal;precio_descuento;imagen_url;tallas;categoria
409;Camiseta manga corta para niño;49990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
410;Camiseta tipo polo para niño;75990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
411;Camiseta manga corta para niño;49990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
412;Camiseta tipo polo para niño;75990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
413;Camiseta oversize manga corta para niño;49990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
414;Tenis casuales para niño;135990.00;NULL;Imagen no disponible;22, 23, 24, 25, 26, 27, 28, 29;Bebés
415;Denim silueta slim para niño;119990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
416;Camiseta manga corta para niño;49990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/834957/41337291-Amarillo-11-0604_1.jpg?v=638446404841930000;2T, 3T, 4T, 5T, 6;Bebés
417;Tenis casuales para niño;135990.00;NULL;Imagen no disponible;22, 23, 24, 25, 26, 27, 28, 29;Bebés
418;Sudadera para niño;89990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
419;Camiseta manga corta para niño;49990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6, 8;Bebés
420;Camiseta manga corta para niño;49990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
421;Denim silueta wide leg para niño;119990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/834997/41361411-Indigo-Oscuro_1.jpg?v=638446405030830000;2T, 3T, 4T, 5T, 6;Bebés
422;Overall largo para niño;145990.00;NULL;Imagen no disponible;10, 2T, 3T, 4T, 5T, 6, 8;Bebés
423;Pantalón para niño;109990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
424;Buzo cerrado sin capucha para niño;95990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/838402/41531001-Azul-19-4150_10.jpg?v=638449056126100000;2T, 3T, 4T, 5T, 6;Bebés
425;Buzo cerrado con capucha para niño;105990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/838398/41530991-Verde-13-0111_10.jpg?v=638449048091000000;2T, 3T, 4T, 5T, 6;Bebés
426;Chaqueta acolchada para niño;215990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/835007/41530891-Cafe-12-0601_1.jpg?v=638446405084370000;2T, 3T, 4T, 5T, 6;Bebés
427;Chaqueta blazer para niño;149990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
428;Tenis bota para niño;149990.00;NULL;Imagen no disponible;22, 23, 24, 25, 26, 27, 28, 29;Bebés
429;Correa para niño;49990.00;NULL;Imagen no disponible;L, M, S;Bebés
430;Camisa manga larga con corbatín para niño;116990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
431;Bermuda para niño;105990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
432;Chaqueta beisbolera para niño;165990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/838410/41531021-Cafe-16-1010_10.jpg?v=638449075158870000;2T, 3T, 4T, 5T, 6;Bebés
433;Botas plásticas impermeables para niño;102193.00;145990.00;Imagen no disponible;21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33;Bebés
434;Chaqueta acolchada para niño;199990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/835022/41530901-Gris-16-0000_1.jpg?v=638446405150770000;2T, 3T, 4T, 5T, 6;Bebés
435;Pantalón para niño;109990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
436;Camiseta manga corta para niño;49990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
437;Camiseta polo manga corta para niño;75990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
438;Camiseta manga corta para niño;49990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
439;Buzo abierto con capucha para niño;109990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/835032/41531011-Amarillo-11-0604_1.jpg?v=638446405197800000;2T, 3T, 4T, 5T, 6;Bebés
440;Bermuda para niño;95990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
441;Conjunto de camiseta + bermuda para niño;119990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6, 8;Bebés
442;Camiseta manga corta para niño;49990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6, 8;Bebés
443;Conjunto de camiseta + sudadera para niño;129990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
444;Botas plásticas impermeables para niño;145990.00;NULL;Imagen no disponible;21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33;Bebés
445;Bermuda para niño;95990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/838057/41058571-Azul-19-3921_1.jpg?v=638448393600230000;2T, 3T, 4T, 5T, 6;Bebés
446;Conjunto de camiseta + bermuda para niño;145990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
447;Tenis casuales para niño;139990.00;NULL;Imagen no disponible;22, 23, 24, 25, 26, 27, 28, 29;Bebés
448;Camisa manga larga con corbatín para niño;116990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
449;Bermuda para niño;105990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
450;Camiseta polo manga corta para niño;75990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
451;Medias caña larga para niño;16990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/838117/41193121-Amarillo-11-0604_1.jpg?v=638448393907800000;2T-3T, 4T-5T;Bebés
452;Set x2 medias tobilleras para niño;26990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/838123/41193131-Blanco-10-0000_1.jpg?v=638448393935600000;2T-3T, 4T-5T;Bebés
453;Camiseta manga corta para niño;49990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
454;Bermuda deportiva con lycra interna para niño;63594.00;105990.00;Imagen no disponible;XS, XXS;Bebés
455;Pantalón de sudadera para niño;89994.00;149990.00;https://offcorss.vtexassets.com/arquivos/ids/858677/51270021-Gris-15-4703_1.jpg?v=638562214269400000;XS, XXS;Bebés
456;Pantaloneta de baño para niño;99990.00;NULL;Imagen no disponible;2T, 3T, 4T, 5T, 6;Bebés
457;Set x 2 Boxer para niño;55990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/827183/41201081-Negro-19-4008_1.jpg?v=638386880232570000;L, M, S;Bebés
458;Set x 2 Boxer para niño;55990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/826601/41201082-Azul-19-4024_1.jpg?v=638385019789530000;L, M, S;Bebés
459;Set x 3 Boxer para niño;79990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/827195/41201091-Gris-Jaspe_1.jpg?v=638386880396730000;L, M, S;Bebés
460;Camiseta manga corta para niño;39990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/826628/41336921-Blanco-10-0000_1.jpg?v=638385019910570000;2T, 3T, 4T, 5T, 6;Bebés
461;Camiseta manga sisa para niño;35990.00;NULL;https://offcorss.vtexassets.com/arquivos/ids/826613/41336911-Blanco-10-0000_1.jpg?v=638385019851800000;2T, 3T, 4T, 5T, 6;Bebés
462;Vestido de tiras para niña;115990.00;NULL;Imagen no disponible;10, 12, 14, 16, 8;Niñas
